country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Turkey,3101.5332,3737.2642,4074.0762,4438.7686,3950.2209,4194.5649,4104.7021,4854.5171,5205.5117,4925.2256,4691.5938,4649.2778,4820.5742,5163.0869,5211.917,5212.5894,5878.7183,5908.9893,6193.439,6346.4531,6617.3589,6659.7485,7076.979,7297.2559,8091.8428,8484.3369,9168.2461,8758.5254,8220.8789,7971.9717,7683.7891,8372.6709,8156.1426,8355.4463,8656.1689,8941.6621,9297.5361,10164.763,10106.174,9839.1748,10393.992,9866.5479,10129.578,10939.155,10081.581,10635.008,11725.813,12213.667,11900.922,11187.971,11908.152,11435.9,11161.396,10760.989,11817.827,12930.954,14593.348,15702.914,16538.58,15845.152,17930.68,20011.902,20904.223,21996.531,23675.006,25508.607,25548.146,27262.666
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10436.89,9603.5947,7993.5596,8752.6367,6088.1035,5269.9575,5762.4951,5962.1387,6358.1318,6604.1162,7136.8931,6716.7471,6940.0981,7317.7876,7651.2944,8991.3613,9521.7578,10128.837,10505.333,15565.822,16061.43,16143.224,16937.529,18683.957,19651.9,19895.818,20991.088,21989.586
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,32319.906,35013.004,37679.25,40254.402,42837.305,45981.836,49556.578,53532.352,57806.645,62030.477,66181.773,70082.688,74029.133,77974.82,82240.258,80323.703,84235.117,92245.625,101650.95,111273.67,117538.23,120689.17,120340.49,126574.2,131333.66,136413.58,118909.76,86799.047,78170.609,88431.266,99460.609,86242.383,94681.758,844.93781,11991.41,12845.34,8542.6514,8194.6289,13991.633,10429.141,7230.9658,7957,8204.9824,8190.9067,3037.4082,3626.6179,1599.8324,1330.7544
Uganda,827.65448,1004.7547,924.09192,742.17108,788.23627,774.2298,763.26202,862.04968,805.30377,823.43701,789.1344,782.74963,778.84418,774.15424,816.40906,800.4967,820.33649,782.14484,800.75714,851.17517,1007.5906,973.94922,1047.4487,1058.8192,978.94519,1015.4308,1035.9819,1043.8901,999.33936,824.11633,751.4278,770.28058,844.44806,889.72467,840.92188,791.35504,776.49457,804.1994,823.86407,818.28973,816.69647,805.86163,809.73578,821.03027,1064.959,1044.6809,1015.7574,1036.936,1100.8118,1124.7034,1153.2699,1188.5442,1215.0457,1236.8947,1266.1459,1350.8495,1395.6477,1441.8401,1510.0564,1621.7517,1723.5942,1828.2238,1802.4076,1816.3545,1810.9817,1892.5964,1790.4403,1802.4838
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10731.352,9961.5273,9135.9326,7305.2979,5984.0176,5269.8716,5104.4155,4639.7441,4444.6421,4339.7881,4359.2261,4673.1064,4913.6641,5493.457,6100.4639,7125.3535,7972.8853,9116.5322,9883.6904,8367.6797,8713.2598,9819.0703,10223.076,10470.46,9955.0938,8761.8975,8995.1533,9511.5488
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,257394.58,248603.94,195173.03,185370.58,154687.61,168190.72,173491.67,195983.69,165258.67,177277.8,253329.88,221029.5,189913.56,166372.98,159371.88,139509.08,109506.78,89126.742,93545.906,102174.17,113569.79,99892.531,98582.719,74134.141,75094.281,78715.039,79578.461,81138.258,73651.297,75527.891,87641.852,85115.578,80790.141,83336.617,82220.586,88414.117,91431.398,87079.031,83746.461,62792.457,59707.414,67085.406,72089.969,74492.891,78633.914,67469.648,65487.973,65500.445
United Kingdom,9354.2959,9624.0811,9560.6494,10023.388,10373.893,10766.068,10947.344,11114.774,11110.438,11433.395,11909.774,12114.008,12153.007,12547.729,13232.417,13493.957,13708.993,13950.969,14465.205,14688.195,15025.311,15205.216,15638.354,16697.225,16125.19,15791.118,16582.605,17370.688,18555.811,19600.35,19839.947,19430.346,19477.271,19928.049,20173.756,20491.193,20636.523,21484.16,22183.105,22422.377,22563.338,21802.826,21697.07,22205.773,22746.82,25176.281,26622.006,28180.002,28767.473,29775.805,31526.195,32056.672,32065.395,32622.465,33261.035,35381.242,35651.152,35273.551,35986.379,33064.508,34810.281,35028.711,35502.504,36996.809,37147.688,38172.355,38026.512,39127.879
United States,14569.096,15392.32,15640.824,16093.898,15756.412,16666.355,16746.922,16798.568,16344.845,17258.064,17462.627,17616.137,18395.605,18943.342,19808.615,20839.193,21929.809,22214.24,23027.475,23530.121,23285.578,23850.371,24927.619,26239.785,25758.158,25368.428,26590.994,27603.041,28931.008,29615.355,29154.891,29631.477,28651.811,29674.672,31669.826,32498.301,33222.199,34065.383,35119.07,36008.68,36222.453,35723.078,36672.102,37376.816,38579.215,39214.816,40314.785,41664.156,43029.305,44498.793,45859.246,45743.305,45921.637,46805.535,48199.148,49471.516,50456.047,50965.324,50403.328,48568.152,49500.629,49967.895,50840.309,51547.746,52504.051,53533.281,53984.238,54794.758
Uruguay,5899.4688,6857.5845,6432.561,6641.4575,7229.105,7330.9541,7210.8779,7334.5942,6840.7212,6540.6875,6731.7788,6739.9238,6725.061,6514.7173,6683.5425,6604.4746,6791.4023,6520.751,6556.3955,6937.8936,7371.4814,7393.7964,7174.8481,7330.9214,7460.9204,7744.1782,7821.0781,7726.9185,8094.5786,8789.5723,9318.2607,9355.6104,8338.4434,7392.6909,7287.7456,7179.6279,8108.4927,8972.0586,8854.7979,8847.6953,8723.0625,9129.6602,10214.629,10514.393,11318.921,11166.086,11760.177,11795.263,11906.442,11200.741,10674.38,10169.12,9352.4482,9269.6055,9589.4482,10142.068,10692.889,11757.53,13097.273,13847.069,15783.405,17174.029,17854.842,18652.686,19472.594,19144.82,19423.277,19722.965
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5254.0229,4873.4341,3934.3054,4551.6255,3786.8892,3731.9341,3927.2285,3917.5417,3894.2285,4079.2876,3878.2234,4058.1377,4252.7412,4427.0952,4476.606,4648.8755,4403.647,5096.9478,5717.0239,6288.814,6574.5166,6941.4951,7713.1885,8323.9229,8357.0244,9141.5137,9338.0146,9595.3623
Venezuela,5435.6143,5765.9346,6327.9722,6236.8477,6617.6489,6744.7095,6982.8062,7321.1309,7412.1729,7469.6724,6749.8521,6721.124,6972.6826,7222.311,7757.3745,7779.6987,7548.52,7550.6792,8139.0542,8324.8477,9114.5098,8623.9404,8648.7666,9367.209,11239.064,10708.083,11007.692,11130.509,10675.917,10981.046,10558.305,10277.941,9498.2422,9254.79,9199.4551,8450.2148,7727.4966,7711.936,7759.7886,7144.9507,7481.3013,7881.3892,8025.855,7528.2334,7018.5098,7286.0337,7098.1455,7122.2407,6429.9897,6469.5713,7682.1401,7343.0508,6845.481,6608.3403,8338.2041,10490.748,12223.41,13747.033,15993.572,13660.746,16357.737,17725.967,17974.705,16596.307,13532.429,7393.5566,7358.5239,7696.6719
Vietnam,,,,,,,,,,,,,,,,,,,,,834.53107,823.25616,920.97546,869.98633,899.55463,803.58698,860.97266,975.24396,964.73926,1012.1694,1033.2858,1033.3298,1007.6201,1039.5154,1088.8362,1117.8456,1123.4102,1128.2161,1156.5005,1112.1067,1129.7075,1244.9948,1314.217,1459.4875,1518.5922,1622.1221,1817.2936,1929.2627,1986.063,1976.2406,2106.9082,2225.0088,2411.1738,2601.9329,2795.022,3055.5317,3263.8557,3674.874,3943.917,3922.0005,4428.4214,4779.541,4933.5288,5157.1328,5437.5781,5462.5864,5485.8125,5846.1821
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.14722,714.50073,648.89355,635.93414,625.15533,619.96918,694.21301,836.54773,904.08807,956.42096,1069.0967,1231.1796,1305.9382,1478.196,1708.4761,2158.8687,3196.2153,3317.1516,3528.0813,3829.3723,3826.71,4553.5571,4080.6289,3719.2319,3799.4277,3198.8228,2494.2825,2131.6548,1850.2374
Zambia,,,,,,1217.2538,1340.5245,1493.6475,1424.2522,1573.5571,1665.9827,1670.3367,1581.4709,1614.9268,1792.588,2103.6753,2126.0227,2438.3408,2538.7192,2344.1611,2050.7869,2005.0411,2135.4124,2080.2722,1989.1057,2119.1016,2141.2185,1803.4113,1651.9916,1548.2118,1428.573,1572.3152,1592.881,1548.277,1688.7162,1767.4746,1462.9233,1445.9462,1538.9323,1258.606,1207.3245,1179.5009,1038.0188,990.44171,914.84882,917.49139,1011.7916,1060.7667,992.24408,965.81598,1154.5114,1192.6014,1241.0227,1367.8645,1415.3202,1577.2684,1778.7266,2317.1707,2409.8716,2617.6582,2870.8872,3190.3857,3388.7192,3470.4805,3534.8406,3611.5083,3551.9954,3699.0112
Zimbabwe,,,,,1608.9381,1613.408,1706.7051,1822.1448,1765.5637,1936.2521,1990.9238,2040.2419,1960.4124,1944.1302,1836.1512,1960.6359,1863.996,1824.5564,1632.7805,1986.8439,2353.3081,2483.2341,2692.5034,2723.6912,2894.908,2729.4087,2640.4666,2297.1265,2451.6428,2494.0078,2543.6082,2994.9902,3044.1143,3411.9272,3132.6765,3279.4768,3311.2212,3160.8496,3622.3613,3932.1384,4295.4414,5013.7134,4485.749,4466.2686,4833.8809,4684.6299,5142.8862,4194.9521,3522.5759,3147.8091,2600.2158,2649.4548,1926.4596,1581.6058,1464.8843,1198.5787,1016.6743,1060.4122,811.42804,1393.2177,1479.0305,1686.7614,1797.5902,1881.8159,1904.7742,1847.6211,1821.6588,1871.8087
